BookId,Author,WikipediaLink,WikidataId,DateOfBirth,DateOfDeath,CountryOfCitizenship,Occupation,LanguagesSpokenWrittenOrSigned,Genre,FieldOfWork,MemberOf,EducatedAt,InfluencedBy
15886,"Dunbar, Paul Laurence",http://en.wikipedia.org/wiki/Paul_Laurence_Dunbar,Q974678,1872-06-27T00:00:00Z,1906-02-09T00:00:00Z,United States of America,playwright,African American Vernacular English,poetry,,,Howard University,
45486,"Schippers, W.",http://nl.wikipedia.org/wiki/Willem_Schippers,Q3158760,1867-04-04T00:00:00Z,1954-06-11T00:00:00Z,Kingdom of the Netherlands,writer,Dutch,,,,,
13335,"Glover, T. R. (Terrot Reaveley)",https://en.wikipedia.org/wiki/Terrot_R._Glover,Q2405525,1869-07-23T00:00:00Z,1943-05-26T00:00:00Z,United Kingdom,classical philologist,English,,classical philology,,,
4666,"St. John de Crèvecoeur, J. Hector",https://en.wikipedia.org/wiki/J._Hector_St._John_de_Cr%C3%A8vec%C5%93ur,Q1493812,1735-01-31T00:00:00Z,1813-11-12T00:00:00Z,France,diplomat,French,,,,University of Caen Normandy,
20264,"Haweis, H. R. (Hugh Reginald)",http://en.wikipedia.org/wiki/Hugh_Reginald_Haweis,Q5932457,1838-04-03T00:00:00Z,1901-01-29T00:00:00Z,United Kingdom of Great Britain and Ireland,Anglican priest,,,,,Trinity College,
40627,"Szemere, György",https://hu.wikipedia.org/wiki/Szemere_Gy%C3%B6rgy_(%C3%ADr%C3%B3),Q1089877,1863-10-30T00:00:00Z,1930-09-06T00:00:00Z,Hungary,writer,,,,,,
26321,"Lodge, Oliver, Sir",http://en.wikipedia.org/wiki/Oliver_Lodge,Q379816,1851-06-12T00:00:00Z,1940-08-22T00:00:00Z,United Kingdom of Great Britain and Ireland,physicist,English,,,Maxwellians,University of London,
13970,"Bird, Robert Montgomery",https://en.wikipedia.org/wiki/Robert_Montgomery_Bird,Q505715,1806-02-05T00:00:00Z,1854-01-23T00:00:00Z,United States of America,author,English,,,,University of Pennsylvania,
17502,"Maginnis, Charles Donagh",http://en.wikipedia.org/wiki/Charles_Donagh_Maginnis,Q5076912,1867-01-07T00:00:00Z,1955-02-15T00:00:00Z,United States of America,architect,,,,American Academy of Arts and Letters,,
1838,"Lawson, John",https://en.wikipedia.org/wiki/John_Lawson_%28explorer%29,Q359347,1674-12-27T00:00:00Z,1711-01-01T00:00:00Z,Great Britain,explorer,English,,,,,
3416,"Bryce, James Bryce, Viscount","https://en.wikipedia.org/wiki/James_Bryce,_1st_Viscount_Bryce",Q336497,1838-05-10T00:00:00Z,1922-01-22T00:00:00Z,United Kingdom of Great Britain and Ireland,university teacher,English,,jurisprudence,Royal Society,University of Glasgow,
5628,"Drinkwater, John",https://en.wikipedia.org/wiki/John_Drinkwater_(playwright),Q1699846,1882-06-01T00:00:00Z,1937-03-25T00:00:00Z,United Kingdom,playwright,English,,,,City of Oxford High School for Boys,
5749,"Holberg, Ludvig",https://en.wikipedia.org/wiki/Ludvig_Holberg,Q216692,1684-12-03T00:00:00Z,1754-01-28T00:00:00Z,Norway,philosopher,Danish,play,,,University of Copenhagen,"[['Q687', 'Molière'], ['Q47160', 'Plautus']]"
14555,"Grimké, Archibald Henry",https://en.wikipedia.org/wiki/Archibald_Grimk%C3%A9,Q4786341,1849-08-17T00:00:00Z,1930-02-25T00:00:00Z,United States of America,diplomat,,,,,Harvard Law School,
64615,"Rowsell, Mary C. (Mary Catherine)",https://en.wikipedia.org/wiki/Mary_Catherine_Rowsell,Q64685900,1839-01-01T00:00:00Z,1921-01-01T00:00:00Z,,editor,,,,,,
63511,"Councill, W. H. (William Hooper)",https://en.wikipedia.org/wiki/William_Hooper_Councill,Q8012486,1848-07-12T00:00:00Z,1909-04-17T00:00:00Z,United States of America,educator,,,,,,
59765,"Sokol, Josef",https://cs.wikipedia.org/wiki/Josef_Sokol,Q13434487,1831-07-04T00:00:00Z,1912-04-04T00:00:00Z,,writer,,,,,,
17661,"Zaccone, Pierre",https://fr.wikipedia.org/wiki/Pierre_Zaccone,Q2002283,1817-04-02T00:00:00Z,1895-04-12T00:00:00Z,France,playwright,French,,,,,
11946,"Le Sage, Alain René",https://fr.wikipedia.org/wiki/Alain-Ren%C3%A9_Lesage,Q267962,1668-05-06T00:00:00Z,1747-11-17T00:00:00Z,France,novelist,French,,,,,
65976,"Cudahy, John",https://en.wikipedia.org/wiki/John_Cudahy,Q367197,1887-12-10T00:00:00Z,1943-09-06T00:00:00Z,United States of America,diplomat,,,,,Harvard University,
8605,"Cooke, George Willis",https://en.wikipedia.org/wiki/George_Willis_Cooke,Q15437653,1848-04-23T00:00:00Z,1923-04-30T00:00:00Z,United States of America,Church historian,,,,,,
2289,"Ibsen, Henrik",https://no.wikipedia.org/wiki/Henrik_Ibsen,Q36661,1828-03-20T00:00:00Z,1906-05-23T00:00:00Z,Norway,poet,Danish,poetry,performing arts,,,"[['Q7724', 'August Strindberg'], ['Q351705', 'Henrik Wergeland'], ['Q6512', 'Søren Kierkegaard'], ['Q370246', 'Jens Peter Jacobsen'], ['Q316045', 'Georg Brandes']]"
46281,"Bateman, Jas. (James)",http://en.wikipedia.org/wiki/James_Bateman,Q2616501,1811-07-18T00:00:00Z,1897-11-27T00:00:00Z,United Kingdom of Great Britain and Ireland,botanist,,,botany,Linnean Society of London,Lincoln College,
58805,"Walzel, Oskar F. (Oskar Franz)",https://de.wikipedia.org/wiki/Oskar_Walzel,Q90520,1864-10-28T00:00:00Z,1944-12-29T00:00:00Z,Austria,professor,German,,literary studies,,Frederick William University,
8672,"Clare, John",https://en.wikipedia.org/wiki/John_Clare,Q981572,1793-07-13T00:00:00Z,1864-05-20T00:00:00Z,United Kingdom of Great Britain and Ireland,farmworker,English,,,,,
33791,"Stjernstedt, Georg",http://sv.wikipedia.org/wiki/Georg_Stjernstedt,Q6190730,1876-01-06T00:00:00Z,1963-08-14T00:00:00Z,Sweden,lawyer,,,,,,
42082,"Reber, Franz von",http://de.wikipedia.org/wiki/Franz_Reber,Q95347,1834-11-10T00:00:00Z,1919-09-04T00:00:00Z,Germany,university teacher,German,,,Bavarian Academy of Sciences and Humanities,,
16255,"Patterson, Virginia Sharpe",http://en.wikipedia.org/wiki/Virginia_Sharpe_Patterson,Q7934506,1841-09-01T00:00:00Z,1913-01-01T00:00:00Z,United States of America,journalist,,,,,,
9453,"Martin, Édouard",https://fr.wikipedia.org/wiki/%C3%89douard_Martin_(dramaturge),Q543640,1828-01-01T00:00:00Z,1866-07-12T00:00:00Z,France,playwright,French,,,,,
40213,"Galois, Évariste",http://en.wikipedia.org/wiki/%C3%89variste_Galois,Q7091,1811-10-25T00:00:00Z,1832-05-31T00:00:00Z,France,mathematician,French,,Galois theory,Society of People of Friends,École normale supérieure,"[['Q191021', 'Adrien-Marie Legendre']]"
58570,American Colonization Society,https://en.wikipedia.org/wiki/American_Colonization_Society,Q210911,,,,,,,,,,
62893,"Yeats, John Butler",https://en.wikipedia.org/wiki/John_Butler_Yeats,Q2356757,1839-03-16T00:00:00Z,1922-02-03T00:00:00Z,Ireland,painter,English,portrait,,,Trinity College Dublin,
4784,"Lawrence, Josephine",https://en.wikipedia.org/wiki/Josephine_Lawrence,Q6288403,1889-01-01T00:00:00Z,1978-01-01T00:00:00Z,United States of America,novelist,,,,,,
28106,"Benavente, Jacinto",http://en.wikipedia.org/wiki/Jacinto_Benavente,Q83184,1866-08-12T00:00:00Z,1954-07-14T00:00:00Z,Spain,journalist,Spanish,theatre,,Royal Spanish Academy,Complutense University of Madrid,
59629,"Dicenta, Joaquín",https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Dicenta,Q2450746,1862-02-03T00:00:00Z,1917-02-21T00:00:00Z,Spain,dramaturge,Spanish,novel,,,,
18930,"Anderson, Rufus",http://en.wikipedia.org/wiki/Rufus_Anderson,Q7377994,1796-08-17T00:00:00Z,1880-05-23T00:00:00Z,United States of America,theologian,,,,,Bowdoin College,
19661,"Bailey, Carolyn Sherwin",http://en.wikipedia.org/wiki/Carolyn_Sherwin_Bailey,Q5045459,1875-10-25T00:00:00Z,1961-12-23T00:00:00Z,United States of America,children's writer,English,,,,Teachers College,
11895,"Angell, Norman",https://en.wikipedia.org/wiki/Norman_Angell,Q272224,1872-12-26T00:00:00Z,1967-10-07T00:00:00Z,United Kingdom,opinion journalist,English,,,,University of Geneva,
18602,"Smith, George O. (George Oliver)",http://en.wikipedia.org/wiki/George_O._Smith,Q5542993,1911-04-09T00:00:00Z,1981-05-27T00:00:00Z,United States of America,science fiction writer,,,,,,
61819,"Ollier, Edmund",https://en.wikipedia.org/wiki/Edmund_Ollier,Q18361408,1827-01-01T00:00:00Z,1886-01-01T00:00:00Z,United Kingdom,poet,English,,,,,
64748,"Amberley, John Russell, viscount","https://en.wikipedia.org/wiki/John_Russell,_Viscount_Amberley",Q6255964,1842-12-10T00:00:00Z,1876-01-09T00:00:00Z,United Kingdom of Great Britain and Ireland,politician,English,,,,Harrow School,
22332,"Garrett, Randall",https://en.wikipedia.org/wiki/Randall_Garrett,Q1193106,1927-12-16T00:00:00Z,1987-12-31T00:00:00Z,United States of America,novelist,English,,,,,
64371,"Moulié, Charles",https://en.wikipedia.org/wiki/Thierry_Sandre,Q3524511,1890-05-19T00:00:00Z,1950-10-11T00:00:00Z,France,writer,French,,,,,
35160,"Edwards, George",http://en.wikipedia.org/wiki/George_Edwards_(British_politician),Q5538901,1850-10-05T00:00:00Z,1933-12-06T00:00:00Z,United Kingdom of Great Britain and Ireland,trade unionist,English,,,,,
56739,"Crowninshield, Frank",https://en.wikipedia.org/wiki/Frank_Crowninshield,Q5486043,1872-06-24T00:00:00Z,1947-01-01T00:00:00Z,United States of America,literary critic,,,,,,
21398,"Hawkes, Clarence",https://en.wikipedia.org/wiki/Clarence_Hawkes,Q5126571,1869-12-16T00:00:00Z,1954-01-19T00:00:00Z,United States of America,writer,,,,,,
154,"Howells, William Dean",https://en.wikipedia.org/wiki/William_Dean_Howells,Q526709,1837-03-01T00:00:00Z,1920-05-11T00:00:00Z,United States of America,children's writer,English,novel,,American Academy of Arts and Letters,,
29017,"Halme, Kaarle",https://fi.wikipedia.org/wiki/Kaarle_Halme,Q11868720,1864-12-04T00:00:00Z,1946-09-20T00:00:00Z,Finland,stage actor,,,,,,
40268,United States. National Aeronautics and Space Administration,https://en.wikipedia.org/wiki/NASA,Q23548,,,,,,,,Inter-Agency Space Debris Coordination Committee,,
52105,"Southard, Elmer Ernest",https://en.wikipedia.org/wiki/Elmer_Ernest_Southard,Q5366539,1876-07-28T00:00:00Z,1920-02-08T00:00:00Z,United States of America,pathologist,,,neuropsychiatry,,Harvard College,"[['Q76828', 'Emil Kraepelin']]"
12748,"Renan, Ernest",https://fr.wikipedia.org/wiki/Ernest_Renan,Q157155,1823-02-28T00:00:00Z,1892-10-02T00:00:00Z,France,philosopher,Breton,,,Académie des Inscriptions et Belles-Lettres,,
10337,"Garnett, David",https://en.wikipedia.org/wiki/David_Garnett,Q704860,1892-03-09T00:00:00Z,1981-02-17T00:00:00Z,United Kingdom,publisher,English,,,,,
17520,"Montagu, Mary Wortley, Lady",http://en.wikipedia.org/wiki/Lady_Mary_Wortley_Montagu,Q235121,1689-05-15T00:00:00Z,1762-08-21T00:00:00Z,Great Britain,playwright,English,,poetry,,,
62504,"Uminski, Wladyslaw",https://pl.wikipedia.org/wiki/W%C5%82adys%C5%82aw_Umi%C5%84ski,Q8865632,1865-11-10T00:00:00Z,1954-12-31T00:00:00Z,,opinion journalist,Polish,,,,Saint Petersburg State University,
34028,"Commons, John R. (John Rogers)",http://en.wikipedia.org/wiki/John_R._Commons,Q1701606,1862-10-13T00:00:00Z,1945-05-11T00:00:00Z,United States of America,university teacher,English,,economics,,Johns Hopkins University,
63635,"Said, Omar ibn",https://en.wikipedia.org/wiki/Omar_ibn_Said,Q2687711,1770-01-01T00:00:00Z,1864-01-01T00:00:00Z,Senegal,autobiographer,English,,,,,
8142,Great Britain. Parliament,https://en.wikipedia.org/wiki/Parliament_of_Great_Britain,Q2739604,,,,,,,,,,
4340,"Allen, Grant",https://en.wikipedia.org/wiki/Grant_Allen,Q725248,1848-02-24T00:00:00Z,1899-10-25T00:00:00Z,United States of America,naturalist,English,,,,Merton College,
63010,"Crapsey, Adelaide",https://en.wikipedia.org/wiki/Adelaide_Crapsey,Q4681702,1878-09-09T00:00:00Z,1914-10-08T00:00:00Z,United States of America,writer,English,,,,Vassar College,
17997,"Fewkes, Jesse Walter",http://en.wikipedia.org/wiki/J._Walter_Fewkes,Q6186961,1850-11-14T00:00:00Z,1930-05-31T00:00:00Z,United States of America,archaeologist,English,,anthropology,National Academy of Sciences,Harvard University,
41480,"Hood, Edwin Paxton",https://en.wikipedia.org/wiki/Edwin_Paxton_Hood,Q1294885,1820-01-01T00:00:00Z,1885-06-12T00:00:00Z,United Kingdom of Great Britain and Ireland,writer,English,,,,,
21415,"Ashford, Daisy",http://en.wikipedia.org/wiki/Daisy_Ashford,Q3496447,1881-04-07T00:00:00Z,1972-01-15T00:00:00Z,United Kingdom of Great Britain and Ireland,writer,English,,,,,
59845,"Wilson, Margaret",https://en.wikipedia.org/wiki/Margaret_Wilson_(writer),Q6760032,1882-01-16T00:00:00Z,1973-10-06T00:00:00Z,United States of America,teacher,American English,novel,,,University of Chicago,
62088,"Vuoksinen, Ville",https://fi.wikipedia.org/wiki/Ville_Vuoksinen,Q11901586,1894-03-12T00:00:00Z,1974-07-22T00:00:00Z,Finland,author,,,,,,
4051,"Praed, Campbell, Mrs.",https://en.wikipedia.org/wiki/Rosa_Campbell_Praed,Q7367024,1851-03-27T00:00:00Z,1935-04-10T00:00:00Z,United Kingdom of Great Britain and Ireland,writer,English,,,,,
52538,"Meakin, Annette M. B.",https://en.wikipedia.org/wiki/Annette_Meakin,Q21978340,1867-08-12T00:00:00Z,1959-07-26T00:00:00Z,United Kingdom,travel writer,English,,,,Royal College of Music,
2322,"Busch, Wilhelm",https://de.wikipedia.org/wiki/Wilhelm_Busch,Q109540,1832-04-15T00:00:00Z,1908-01-09T00:00:00Z,Kingdom of Hanover,children's writer,German,,,,Kunstakademie Düsseldorf,
24717,"Hummel, Abraham H.",http://en.wikipedia.org/wiki/Howe_and_Hummel,Q56435968,,,,,,,,,,
26874,"Toplady, Augustus",http://en.wikipedia.org/wiki/Augustus_Montague_Toplady,Q712167,1740-11-04T00:00:00Z,1778-08-11T00:00:00Z,Great Britain,cleric,English,,,,,
1303,"Caine, Hall, Sir",https://en.wikipedia.org/wiki/Hall_Caine,Q2331144,1853-05-14T00:00:00Z,1931-08-31T00:00:00Z,United Kingdom of Great Britain and Ireland,journalist,English,,,,,
2558,"Morris, George Pope",https://en.wikipedia.org/wiki/George_Pope_Morris,Q5543490,1802-10-10T00:00:00Z,1864-07-06T00:00:00Z,United States of America,poet,,,,,,
28294,"Wylie, James Aitken",http://en.wikipedia.org/wiki/James_Aitken_Wylie,Q6128442,1808-01-01T00:00:00Z,1890-01-01T00:00:00Z,,historian of religion,,,,,University of St Andrews,
44211,"Crespo, Gonçalves",https://pt.wikipedia.org/wiki/Ant%C3%B3nio_C%C3%A2ndido_Gon%C3%A7alves_Crespo,Q1960536,1846-03-11T00:00:00Z,1883-06-11T00:00:00Z,Portugal,poet,Portuguese,,,,University of Coimbra,
13692,"McMahon, James",https://en.wikipedia.org/wiki/James_McMahon_(mathematician),Q6139493,1856-04-22T00:00:00Z,1922-06-01T00:00:00Z,United Kingdom of Great Britain and Ireland,mathematician,English,,,London Mathematical Society,Trinity College Dublin,
10968,"Woodson, Carter Godwin",https://en.wikipedia.org/wiki/Carter_G._Woodson,Q5047158,1875-12-19T00:00:00Z,1950-04-03T00:00:00Z,United States of America,historian,English,,,,Harvard University,
25040,"Belcourt, N. A. (Napoléon-Antoine)",http://en.wikipedia.org/wiki/Napol%C3%A9on_Belcourt,Q3335925,1860-09-15T00:00:00Z,1932-08-07T00:00:00Z,Canada,lawyer,English,,,,Université de Montréal,
24575,"Lorenc, František Vladimír",http://eo.wikipedia.org/wiki/Francisko_Valdomiro_Lorenz,Q55963,1872-12-24T00:00:00Z,1957-05-24T00:00:00Z,Czechoslovakia,writer,Ido,,,,,
24741,"Drake, Samuel Adams",https://en.wikipedia.org/wiki/Samuel_Adams_Drake,Q15975503,1833-12-20T00:00:00Z,1905-12-04T00:00:00Z,United States of America,historian,,,,,,
40094,"Öhrvall, Hjalmar",http://sv.wikipedia.org/wiki/Hjalmar_%C3%96hrwall,Q6256931,1851-12-15T00:00:00Z,1929-01-11T00:00:00Z,Sweden,physician,,,,Royal Physiographic Society in Lund,,
43289,"Humperdinck, Engelbert",https://en.wikipedia.org/wiki/Engelbert_Humperdinck_(composer),Q55010,1854-09-01T00:00:00Z,1921-09-27T00:00:00Z,Germany,music critic,German,opera,composer,,Hochschule für Musik und Tanz Köln,
36589,"Harper, Charles G. (Charles George)",https://en.wikipedia.org/wiki/Charles_George_Harper,Q5078002,1863-01-01T00:00:00Z,1943-01-01T00:00:00Z,United Kingdom,illustrator,English,,,,,
56892,"Picabia, Francis",https://fr.wikipedia.org/wiki/Francis_Picabia,Q157321,1879-01-22T00:00:00Z,1953-11-30T00:00:00Z,France,poet,French,portrait,art of painting,,Collège Stanislas de Paris,
25416,"Kidder, Frederic",http://en.wikipedia.org/wiki/Frederic_Kidder,Q5497074,1804-04-16T00:00:00Z,1885-12-19T00:00:00Z,United States of America,historian,,,,,,
37054,"Vassallo, Luigi Arnaldo",http://it.wikipedia.org/wiki/Luigi_Arnaldo_Vassallo,Q3839280,1852-10-30T00:00:00Z,1906-08-10T00:00:00Z,Kingdom of Italy,writer,Italian,,,,,
56571,"Frankfort, Henri",https://en.wikipedia.org/wiki/Henri_Frankfort,Q958310,1897-02-24T00:00:00Z,1954-07-16T00:00:00Z,Kingdom of the Netherlands,explorer,Old Egyptian,,egyptology,Royal Netherlands Academy of Arts and Sciences,,
5324,"Baring-Gould, S. (Sabine)",https://en.wikipedia.org/wiki/Sabine_Baring-Gould,Q1242472,1834-01-28T00:00:00Z,1924-01-02T00:00:00Z,United Kingdom of Great Britain and Ireland,lyricist,English,,,,Clare College,
40393,"Gogh, Vincent van",http://en.wikipedia.org/wiki/Van_Gogh,Q5582,1853-03-30T00:00:00Z,1890-07-29T00:00:00Z,Kingdom of the Netherlands,drawer,French,cityscape,art of painting,,Académie royale des Beaux-Arts  de Bruxelles,"[['Q35548', 'Paul Cézanne'], ['Q5599', 'Peter Paul Rubens'], ['Q37693', 'Paul Gauguin'], ['Q591907', 'Anton Mauve'], ['Q1372280', 'Willem Roelofs'], ['Q148458', 'Jean-François Millet']]"
55998,"Mayhew, Henry",https://en.wikipedia.org/wiki/Henry_Mayhew,Q1227273,1812-11-25T00:00:00Z,1887-07-25T00:00:00Z,United Kingdom of Great Britain and Ireland,journalist,English,,,,Westminster School,
10355,"Richardson, James",https://en.wikipedia.org/wiki/James_Richardson_(explorer),Q182568,1809-11-03T00:00:00Z,1851-03-04T00:00:00Z,United Kingdom of Great Britain and Ireland,explorer,English,,,,,
56108,"Hannikainen, Lauri",https://fi.wikipedia.org/wiki/Lauri_Hannikainen,Q11875030,1889-06-04T00:00:00Z,1921-10-21T00:00:00Z,Finland,writer,,,,,,
63908,"Dockum, C. van",https://da.wikipedia.org/wiki/Carl_van_Dockum,Q25884,1804-02-28T00:00:00Z,1893-01-29T00:00:00Z,Denmark,diplomat,,,,,,
8665,"Dake, Charles Romyn",https://en.wikipedia.org/wiki/Charles_Romeyn_Dake,Q4156847,1849-12-22T00:00:00Z,1899-01-01T00:00:00Z,United States of America,novelist,English,adventure novel,,,Columbia University College of Physicians and Surgeons,
33700,"Schirmacher, Käthe",http://de.wikipedia.org/wiki/K%C3%A4the_Schirmacher,Q1651018,1865-08-06T00:00:00Z,1930-11-18T00:00:00Z,Germany,writer,French,,,,University of Paris,
947,"Southey, Robert",https://en.wikipedia.org/wiki/Robert_Southey,Q216838,1774-08-12T00:00:00Z,1843-03-21T00:00:00Z,United Kingdom of Great Britain and Ireland,politician,English,,,American Antiquarian Society,Westminster School,
36068,"McIntyre, James",http://en.wikipedia.org/wiki/James_McIntyre_%28poet%29,Q6139403,1828-05-25T00:00:00Z,1906-03-31T00:00:00Z,,poet,,,,,,
8073,"Lynde, Francis",https://en.wikipedia.org/wiki/Francis_Lynde,Q52150236,1856-11-12T00:00:00Z,1930-05-16T00:00:00Z,United States of America,novelist,,,,,,
64388,"Troll-Borostyání, Irma von",https://de.wikipedia.org/wiki/Irma_von_Troll-Borosty%C3%A1ni,Q1672973,1847-03-31T00:00:00Z,1912-02-10T00:00:00Z,Austria,author,German,,,Verein der Schriftstellerinnen und Künstlerinnen Wien,,
19397,"Hurst, J. F. (John Fletcher)",http://en.wikipedia.org/wiki/John_Fletcher_Hurst,Q6233452,1834-08-17T00:00:00Z,1903-05-04T00:00:00Z,United States of America,translator,German,,,,University of Halle-Wittenberg,
57091,"Bonwick, James",https://en.wikipedia.org/wiki/James_Bonwick,Q6129997,1817-07-08T00:00:00Z,1906-10-06T00:00:00Z,United Kingdom of Great Britain and Ireland,pedagogue,,,,,,
3659,"Barclay, Florence L. (Florence Louisa)",https://en.wikipedia.org/wiki/Florence_L._Barclay,Q4937514,1862-12-02T00:00:00Z,1921-03-10T00:00:00Z,United Kingdom of Great Britain and Ireland,writer,English,,,,,
23098,"Maréchal, Sylvain",http://en.wikipedia.org/wiki/Sylvain_Mar%C3%A9chal,Q561212,1750-08-15T00:00:00Z,1803-01-18T00:00:00Z,France,journalist,French,,philosophy,,University of Paris,
13992,"Quiller-Couch, Mabel",https://en.wikipedia.org/wiki/Mabel_Quiller-Couch,Q6721505,1866-01-01T00:00:00Z,1924-01-01T00:00:00Z,United Kingdom of Great Britain and Ireland,writer,,,,,,
27071,"Mayor, F. M. (Flora Macdonald)",http://en.wikipedia.org/wiki/F._M._Mayor,Q5423968,1872-10-20T00:00:00Z,1932-01-28T00:00:00Z,United Kingdom,novelist,English,,,,Newnham College,
63933,Marie Madeleine,https://de.wikipedia.org/wiki/Marie_Madeleine,Q54859903,1881-04-04T00:00:00Z,1944-09-30T00:00:00Z,German Reich,writer,German,,,,,
26690,"Exquemelin, A. O. (Alexandre Olivier)",http://en.wikipedia.org/wiki/Alexandre_Exquemelin,Q756968,1646-01-01T00:00:00Z,1707-01-01T00:00:00Z,France,pirate,Dutch,,,,,
10862,"Dwyer, James Francis",https://en.wikipedia.org/wiki/James_Francis_Dwyer,Q19873048,1874-04-22T00:00:00Z,1952-11-11T00:00:00Z,,writer,,,,,,
11091,"Stoddard, John L. (John Lawson)",https://en.wikipedia.org/wiki/John_Lawson_Stoddard,Q1403885,1850-04-24T00:00:00Z,1931-06-05T00:00:00Z,United States of America,explorer,English,,,,Yale Divinity School,
63128,"Hobbs, A. C.",https://en.wikipedia.org/wiki/Alfred_Charles_Hobbs,Q2644813,1812-10-07T00:00:00Z,1891-11-06T00:00:00Z,United States of America,technician,,,,,,
17147,"Leibniz, Gottfried Wilhelm, Freiherr von",http://en.wikipedia.org/wiki/Gottfried_Leibniz,Q9047,1646-07-01T00:00:00Z,1716-11-14T00:00:00Z,Holy Roman Empire,policy advisor,Italian,,Christian apologetics,French Academy of Sciences,University of Altdorf,"[['Q190089', 'Duns Scotus'], ['Q35802', 'Benedictus de Spinoza'], ['Q67323', 'Jakob Thomasius'], ['Q1290', 'Blaise Pascal'], ['Q39599', 'Christiaan Huygens'], ['Q36330', 'Giordano Bruno'], ['Q43939', 'Anselm of Canterbury'], ['Q4604', 'Confucius'], ['Q182128', 'Giovanni Pico della Mirandola'], ['Q294100', 'Jacques Bénigne Bossuet'], ['Q9191', 'René Descartes'], ['Q193660', 'Ramon Llull'], ['Q12735', 'John Amos Comenius'], ['Q127398', 'Moshe ben Maimon'], ['Q251259', 'Ibn Tufayl'], ['Q37621', 'Thomas Hobbes'], ['Q122392', 'Jacob Bernoulli'], ['Q859', 'Plato'], ['Q316339', 'Francisco Suárez'], ['Q11903', 'Hypatia'], ['Q192315', 'Pierre Gassendi'], ['Q9438', 'Thomas Aquinas'], ['Q73014', 'Erhard Weigel'], ['Q8018', 'Augustine of Hippo'], ['Q151722', 'Nicolaus Steno'], ['Q309818', 'Nicolas Malebranche'], ['Q154751', 'Nicholas of Cusa'], ['Q868', 'Aristotle'], ['Q134189', 'Plotinus']]"
21822,"Stevens, George Alexander",http://en.wikipedia.org/wiki/George_Alexander_Stevens,Q5536162,1710-01-01T00:00:00Z,1780-09-06T00:00:00Z,Great Britain,playwright,English,,,,,
843,"Simms, William Gilmore",https://en.wikipedia.org/wiki/William_Gilmore_Simms,Q2336138,1806-04-17T00:00:00Z,1870-06-11T00:00:00Z,United States of America,novelist,English,,,,,
58392,"Furnivall, Frederick James",https://en.wikipedia.org/wiki/Frederick_James_Furnivall,Q591177,1825-02-04T00:00:00Z,1910-07-02T00:00:00Z,United Kingdom of Great Britain and Ireland,linguist,English,,,,Trinity Hall,
11163,"Macaulay, Rose",https://en.wikipedia.org/wiki/Rose_Macaulay,Q528576,1881-04-01T00:00:00Z,1958-10-30T00:00:00Z,United Kingdom,author,English,,,,Somerville College,
35191,"Middleton, Thomas C. (Thomas Cooke)",http://en.wikipedia.org/wiki/Thomas_Cooke_Middleton,Q7788597,1842-03-30T00:00:00Z,1923-11-19T00:00:00Z,,librarian,,,,,,
7257,"Godkin, Edwin Lawrence",https://en.wikipedia.org/wiki/Edwin_Lawrence_Godkin,Q787055,1831-10-02T00:00:00Z,1902-05-21T00:00:00Z,United States of America,journalist,English,,,American Academy of Arts and Letters,Queen's University Belfast,
57207,"Goodrich-Freer, A. (Ada)",https://en.wikipedia.org/wiki/Ada_Goodrich_Freer,Q4678257,1857-05-15T00:00:00Z,1931-02-24T00:00:00Z,,folklorist,,,,,,
12787,"Talbot, Henry Paul",https://en.wikipedia.org/wiki/Henry_Paul_Talbot,Q51092952,1864-05-15T00:00:00Z,1927-06-18T00:00:00Z,United States of America,chemist,,,,American Academy of Arts and Sciences,Massachusetts Institute of Technology,
6659,"Abbott, Jacob",https://en.wikipedia.org/wiki/Jacob_Abbott,Q951122,1803-11-14T00:00:00Z,1879-10-31T00:00:00Z,United States of America,children's writer,English,,,,Andover Newton Theological School,
10218,"Brandt, G. N. (Gudmund Nyeland)",https://en.wikipedia.org/wiki/Gudmund_Nyeland_Brandt,Q552256,1878-03-17T00:00:00Z,1945-04-30T00:00:00Z,Denmark,landscape architect,,,,,,
62491,"Bobertag, Bianca",https://de.wikipedia.org/wiki/Bianca_Bobertag,Q18221381,1846-10-19T00:00:00Z,1900-03-25T00:00:00Z,,writer,,,,,,
15815,"Toulet, Paul Jean",http://en.wikipedia.org/wiki/Paul-Jean_Toulet,Q2627812,1867-06-05T00:00:00Z,1920-09-06T00:00:00Z,France,poet,French,,,,,
56089,"Reinsch, Paul S. (Paul Samuel)",https://en.wikipedia.org/wiki/Paul_Samuel_Reinsch,Q5946855,1869-01-01T00:00:00Z,1923-01-01T00:00:00Z,United States of America,writer,English,,political science,,University of Wisconsin–Madison,
16980,Memini,https://it.wikipedia.org/wiki/Ines_Castellani_Fantoni_Benaglio,Q3798439,1849-01-01T00:00:00Z,1897-05-06T00:00:00Z,Kingdom of Italy,art historian,,,,,,
12675,"Beavan, F. (Frederick), Mrs.",https://en.wikipedia.org/wiki/Emily_Elizabeth_Shaw_Beavan,Q68582828,1818-01-01T00:00:00Z,1897-08-06T00:00:00Z,,poet,,,,,,
